"seed","gen","variable","value","xAM","GWAS","Trait_1","Trait_2","pair","traits"
34,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.113183922602772,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
35,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0726470206888697,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
36,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0692230604676199,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
37,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.122252868408015,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
38,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0773693881809863,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
39,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0749872123608697,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
40,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0714728344310024,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
41,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0684950012472885,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
42,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.112252374822484,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
43,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0705404533076864,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
44,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0452811735030662,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
45,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.126009056491453,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
46,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0497802930628814,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
47,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0935420970749802,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
48,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0716833500655815,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
49,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0773361360764394,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
50,2,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.107034850118189,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
1,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0762908693701147,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
2,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.124932004544323,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
3,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0972298964183339,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
4,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.142733402025965,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
5,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.108899462811533,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
6,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0637333760503712,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
7,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0961011936414312,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
8,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0896025969597249,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
9,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0852580669847608,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
10,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0761632780255689,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
11,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.156572857769323,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
12,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.119830063584904,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
13,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0888029919585007,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
14,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.108842370245396,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
15,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0888337079852377,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
16,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.205359626899013,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
17,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.125732238745925,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
18,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.130045719584165,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
19,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.111483051659715,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
20,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0852596586574654,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
21,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.119799655195511,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
22,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0176679469646195,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
23,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0576966858519836,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
24,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.130470218476502,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
25,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.110944627806216,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
26,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.144427825802493,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
27,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.140941549093472,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
28,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.121904667003385,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
29,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.112054084640109,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
30,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0978106769037278,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
31,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.104194937338045,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
32,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.148248012365611,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
33,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.10561468260083,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
34,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0579367294985731,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
35,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0342904194325085,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
36,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.145809690165354,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
37,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.104579801342495,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
38,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.099489702559525,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
39,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0504919339416822,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
40,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0890361990983865,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
41,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0983892584109511,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
42,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0979086187002533,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
43,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0763105198013218,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
44,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0731650561187309,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
45,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.10190753923183,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
46,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0672302394072953,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
47,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.139372152476607,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
48,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.105453638059993,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
49,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.131150793513101,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
50,3,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0575560873590739,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
1,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.111578703601882,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
2,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.150208449010636,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
3,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.146026579298613,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
4,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.126983961200941,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
5,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.091806746475363,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
6,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.132217747916443,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
7,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.08343616011517,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
8,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.141897225697445,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
9,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.148036683920316,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
10,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0842026288203781,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
11,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.141528968011679,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
12,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0885697761658686,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
13,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.135817036551796,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
14,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.110100164214416,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
15,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0479369984155046,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
16,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.182999306296225,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
17,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.152164365967884,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
18,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0478821584246603,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
19,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.138015826582217,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
20,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0416171466909323,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
21,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.105010119036193,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
22,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.145389621655708,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
23,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0959250945899383,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
24,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.142462598854538,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
25,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.177064556048668,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
26,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.138036555801635,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
27,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.113021433871281,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
28,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.148446872698399,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
29,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.137920577093333,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
30,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.100613347424712,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
31,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0101857863013557,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
32,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0612760816811585,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
33,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0861711968062965,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
34,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.139860970927531,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
35,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.122303489045982,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
36,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0807368457076493,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
37,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.115432577387877,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
38,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.153245527581449,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
39,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0933964971354929,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
40,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.112341631569511,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
41,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0832309490268428,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
42,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.110982824336508,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
43,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.142326145047069,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
44,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0509012615380203,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
45,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.070868033225769,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
46,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0727705363733371,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
47,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0983095600570423,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
48,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.101510124561501,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
49,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.149663774419854,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
50,4,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0549406127002619,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
1,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0828515178621665,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
2,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.11669191715199,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
3,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.119862429005768,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
4,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.102814202444294,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
5,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0897325879416139,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
6,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.130769380728439,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
7,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.122834990504202,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
8,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.14532369122722,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
9,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0813326070786572,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
10,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0723845147362071,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
11,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.154721142712011,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
12,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.160546680856848,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
13,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0937849759324265,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
14,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.131707243617513,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
15,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0675860523089014,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
16,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.177024262807799,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
17,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.13697965375795,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
18,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.108905445829459,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
19,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0901511641989048,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
20,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.134081172402242,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
21,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.184542931472318,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
22,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0691305062423023,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
23,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.106962171421347,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
24,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.157032164687078,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
25,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.142117594281123,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
26,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.154531174568422,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
27,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.136096019634507,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
28,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.157293163786783,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
29,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.162784127093813,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
30,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.16378105771018,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
31,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0631031383087718,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
32,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.138548714353879,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
33,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.163984552659404,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
34,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.158784105859277,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
35,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0983805216185738,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
36,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.140119262667959,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
37,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.116116760105576,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
38,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.120260921274093,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
39,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.114657987000081,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
40,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.125003685354987,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
41,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.112070694144525,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
42,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.122118000734351,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
43,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.101076070611135,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
44,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0381745439795388,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
45,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0953720264462834,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
46,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.111054519062168,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
47,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.150336794481885,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
48,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.124003711651001,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
49,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.139385072215538,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
50,5,"rbeta_hat_pgwas_ANX.phenotype_MDD.phenotype",0.0580416312401373,"2-variate","Population","ANX","MDD","ANX  /  MDD","ANX / MDD"
1,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0238093224940677,"2-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
2,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.00371644464772101,"2-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
3,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0176289536576059,"2-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
4,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.0286740286300623,"2-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
5,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",0.0195752839918259,"2-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
6,0,"rbeta_hat_pgwas_ANX.phenotype_SCZ.phenotype",-0.00394707062006277,"2-variate","Population","ANX","SCZ","ANX  /  SCZ","ANX / SCZ"
