,Trait1,Trait2,r.xmate.ivw,se.xmate.ivw,p.xmate.ivw,r.wmate.ivw,se.wmate.ivw,p.wmate.ivw,r.female:female,r.female:male,r.male:female,r.male:male,se.female:female,se.female:male,se.male:female,se.male:male,p.female:female,p.female:male,p.male:female,p.male:male
266,diastolic,triglycerides_fasting_adj,0.022146903046,0.00354763798958105,4.3003218337999e-10,0.12998507078806,0.00351755612555295,6.46275709543768e-299,0.151625855903603,0.0212752650154582,0.0230184737440751,0.108093854882842,0.00496032815852453,0.00501721465663083,0.00501702086749416,0.00498894647677599,7.4585104276178e-203,2.23572793254724e-05,0.00916726162150405,1.68677250259468e-103
267,diastolic,triglycerides_fasting_statin_adj,0.0226140946625354,0.00354760221859088,1.83593119579515e-10,0.123051880783115,0.00352044889907276,1.14717433321293e-267,0.147622931171768,0.0226758302774561,0.0225523587026812,0.0981755384683704,0.00496336805188384,0.00501706016354483,0.00501707417935675,0.00499410744660497,2.81470797305176e-192,6.20928104341873e-06,0.0140568647366757,1.25609944059509e-85
268,diastolic,waist_circumference,0.0666613040872941,0.00354013019107063,4.27270901189789e-79,0.230230810441593,0.00344949565911988,0,0.274218339420979,0.0831632159314949,0.0500861535770916,0.184281932568995,0.00482598440466718,0.00500096666266576,0.00501205200363006,0.00493240337314114,0,6.9136529762826e-62,5.18126033888952e-20,1.02433414649414e-296
269,diastolic,waist_hip_ratio,0.0519039051698506,0.00354278517563524,1.33544241672775e-48,0.166354425463801,0.00349845626356537,0,0.184629251999634,0.0748665726723684,0.0288310011354073,0.147848231779207,0.0049320762594595,0.00500426683131465,0.00501626440360518,0.00496319916327307,7.34172698157747e-298,1.82512933353745e-50,2.11657813813322e-05,2.70641264830128e-189
270,diastolic,weight,0.0595939517441282,0.00354213017344865,1.61894344470385e-63,0.227586255645362,0.00345180657866445,0,0.270986982578528,0.0659868999084763,0.053191211916052,0.182302557543763,0.00483057896965298,0.00500741298225623,0.00501124627972803,0.00493425542886434,0,1.42551329858483e-39,8.40797485845324e-23,3.07876293793612e-290
271,eduyears,alcohol_intake_frequency,0.138014675567532,0.00351411177115525,0,0.154746371821553,0.00350559376510714,0,0.164485209683583,0.122285671605599,0.153605703091593,0.144947018139374,0.00494999833581925,0.00498068753039274,0.00495879386002594,0.00496535382831752,2.89804249576617e-235,3.99823459336036e-132,1.27170969136811e-204,8.40840629792168e-182
272,eduyears,basal_metabolic_rate,-0.0261250087626224,0.00354698492013329,1.76599297552998e-13,-0.0149495081515284,0.00354810027467938,2.51573060861347e-05,-0.0122562338450233,-0.0128234552338184,-0.0394080892951256,-0.017642348675523,0.00501797359990651,0.0050179379022332,0.00501445227349466,0.00501756948272591,1,0.0106065300143181,1.0717291641841e-11,0.759747624092192
273,eduyears,birth_weight,0.0268562184601468,0.00354712453328567,3.69608300307175e-14,0.0306567539821528,0.00354622070353648,5.38483672575396e-18,0.0493398219618452,0.0191530861548426,0.034552977416768,0.0119307585053366,0.00501223842686759,0.00501742997843163,0.00501535391076217,0.00501799335425543,2.28803016743118e-19,0.00013511923985103,1.44843028814232e-08,1
274,eduyears,bmi,-0.137517973538959,0.00351476245608566,0,-0.141990666989727,0.00351233164092464,0,-0.130762052195299,-0.133168335073005,-0.141857030406327,-0.153146680397358,0.00497526187521306,0.00497365425931405,0.00496760073776702,0.00495915139817173,2.18543659039013e-147,1.5703090743556e-156,5.42950339339134e-174,2.23015779627483e-203
275,eduyears,body_fat_percentage,-0.135294028715135,0.00351586087907213,0,-0.144734514849254,0.00351100083649208,0,-0.135721020255208,-0.13178431498348,-0.138796965090552,-0.153700226981108,0.00497191620575494,0.00497458255543057,0.00496977720485966,0.00495872009819452,5.32003134731854e-159,2.62334561530709e-153,1.97917559091859e-166,7.03481097281581e-205
276,eduyears,diastolic,-0.0367120393892201,0.00354610748664446,4.06544945734905e-25,-0.0405844298065315,0.00354558290341587,2.4490019864878e-30,-0.0419297946761357,-0.0390971080363802,-0.0343261339725262,-0.0392387705559442,0.00501393718955355,0.00501451357885661,0.0050153931393321,0.00501448571250795,1.76027341879212e-13,6.50445127941868e-15,1.98072611476173e-08,1.39104400781834e-11
277,eduyears,eduyears,0.453761283781514,0.00316215958888871,0,NA,0,NA,1,0.453761283781514,0.453761283781514,1,0,0.00447196897699454,0.00447196897699454,0,0,0,0,0
278,eduyears,evening_chronotype,0.0375887598757045,0.00354596002254102,2.9656061160967e-26,0.0438774338992589,0.00354508298026976,3.4818446549621e-35,0.0415988152515506,0.032728507108143,0.0424454586074599,0.0461551398950128,0.00501400661942252,0.00501566209429464,0.00501382791987157,0.00501300239231188,3.04209169015443e-13,6.86981267978374e-11,7.36074085861374e-14,1.01111415658899e-16
279,eduyears,fathers_age,0.0843457310912357,0.00353586292505572,9.12553464428839e-126,0.107093923851702,0.00352808858514435,2.18086457460462e-202,0.109822363962182,0.0833324363251156,0.0853586770822814,0.104362253953755,0.00498799568426553,0.00500089572176312,0.00500003499596588,0.00499094707782985,3.05258729408003e-103,3.9282756460395e-62,1.412582088398e-61,5.0523070643082e-93
280,eduyears,FEV1_zscore,-0.0586128111585538,0.00354234699079749,1.70189594136067e-61,-0.0762890352191465,0.00353809653320974,4.07075500466345e-103,-0.0826391774731469,-0.0526990590065685,-0.0645183474254925,-0.0699264920525592,0.00500118543000685,0.00501137722706973,0.00500789490245367,0.00500606634540425,1.34362079048349e-57,7.89333228669791e-26,2.13267567423882e-34,1.01045312946306e-40
281,eduyears,fiq_score,0.22270962000822,0.00345933900519054,0,0.39459256467907,0.00326055590465653,0,0.391873004487224,0.227898907014148,0.21749496928541,0.397298368464961,0.00461697944035582,0.00488629162857315,0.00489821845468391,0.00460528755635925,0,0,0,0
282,eduyears,FVC_zscore,-0.0493312194774353,0.00354413838770026,4.84966946680592e-44,-0.0580073991775806,0.00354247835383653,2.89424286041997e-60,-0.0636265250915735,-0.0439755008796464,-0.0546812704227836,-0.0523809128970858,0.00500818224762487,0.005013495827069,0.00501084237611272,0.00501146122678636,2.11102852337416e-33,1.83286174609594e-18,3.36537145318723e-24,4.66712311882218e-22
283,eduyears,glucose_fasting_adj,-0.0215137868597768,0.00354763804504046,1.32565499500098e-09,-0.0335497214854244,0.00354649341581755,3.08031430340005e-21,-0.0303086775975455,-0.026838984191629,-0.0161861470190709,-0.0367893547397303,0.0050160450325197,0.00501654276798204,0.00501769310520607,0.00501495332073517,1.53238584619493e-09,8.83935209378229e-08,1,2.243830509475e-13
284,eduyears,grip_strength_left,0.062980133154498,0.0035383918069802,7.18341487529979e-71,0.072612576239777,0.00353426891664694,8.48051191202474e-94,0.124538055435077,0.0211924011456602,0.104331574138571,0.0198899253020268,0.00497928182830099,0.00501722348849808,0.00499096323147982,0.00501735777966229,1.93042483429064e-133,2.40613066451392e-05,5.74524364706283e-93,0.139488145927881
285,eduyears,grip_strength_right,0.0679306785012945,0.00353888924504114,4.0373366267871e-82,0.0842612144799348,0.00353312491513209,1.03910138043978e-125,0.123399149961841,0.0395314220731405,0.096111637630668,0.0445971419124184,0.00497999586992075,0.00501442782554203,0.00499511838133963,0.00501335753521481,5.78022659377761e-131,3.26323796276771e-15,1.38236833556573e-78,1.71171110200101e-15
286,eduyears,heel_bmd,0.00355379978846836,0.00354848701310954,0.316586495770109,0.0112271701000678,0.00354827308298327,0.00155551398797603,0.0139292626894219,0.00316415976475975,0.00394343765401972,0.00852474954002561,0.00501786366575763,0.00501832540880499,0.00501831151091249,0.00501816818201862,1,0.528357368907873,1,1
287,eduyears,heel_bmd_tscore,5.4528700131021e-05,0.00354850912433193,0.98773966919038,0.00611757058260303,0.00354843852969338,0.0847046606136585,0.00775532669610284,-0.000507717241042454,0.000616774572353966,0.00447974882889755,0.00501819961365047,0.00501834988369011,0.00501834957597967,0.00501830017574016,1,0.919414316122982,1,1
288,eduyears,heel_qui,0.00334304357302214,0.00354848760967484,0.346139511917442,0.0108525505261263,0.00354828981164805,0.00222425872596014,0.0133314763212213,0.00221647441267128,0.00446959576205758,0.00837335791366846,0.00501790455932482,0.00501833820350925,0.00501830040373437,0.00501817460130015,1,0.658726824448435,1,1
289,eduyears,hip_circumference,-0.0684540623713428,0.00353930173096775,2.42154358030599e-83,-0.0598041772257071,0.00354188080658513,5.81497416850328e-64,-0.0722803173332656,-0.0460905639998376,-0.0906808825186891,-0.0472905620384651,0.00500522431740759,0.0050130173550135,0.00499767493423726,0.00501273587690845,1.24552059336164e-43,3.95661409319198e-20,9.69682566282378e-70,1.20359723886873e-17
290,eduyears,LDL_fasting_statin_adj,-0.0131471059697981,0.00354793398659705,0.00021091862853167,-0.0172541377248471,0.00354749864706139,1.15183828333262e-06,-0.0337388328739547,-0.000830372724207258,-0.0254558664453705,-0.000750665816826948,0.00501549350082546,0.00501834880037335,0.00501672431858431,0.00501834911657894,1.7563562387723e-11,0.868577012876522,0.000853681158656738,0.881093421779531
291,eduyears,lifetime_sexual_partners,0.0250913777696335,0.00354595786002892,1.48320564632213e-12,0.0362059241267351,0.00354080905099627,1.52714467664357e-24,0.0909843704182426,-0.00337736112170798,0.0534790197153249,-0.0190098111693294,0.00499753602111591,0.00501832190933704,0.00501116913693056,0.00501744370056983,3.2069954687714e-70,0.500947343905197,4.54603565331949e-23,0.277035252930422
292,eduyears,logMAR_final_left,-0.055184915764969,0.00354310227965644,1.07132695666654e-54,-0.0902684859640879,0.00353398704670691,6.57449801852239e-144,-0.085786175797831,-0.0550799301839975,-0.0552898989055789,-0.0947434942213668,0.00499985073828278,0.00501073241547093,0.00501067417856706,0.00499577657403584,3.25537937806552e-62,4.56399213643884e-28,8.81321231897958e-25,2.62188122103012e-76
293,eduyears,logMAR_final_right,-0.0510124478373429,0.00354378047576482,5.5686697677498e-47,-0.0848102808844723,0.00353569621735847,3.81272316749569e-127,-0.0888159307184957,-0.043169117190603,-0.0588432139666268,-0.080799140987426,0.00499851829171276,0.00501367231946318,0.00500965491762917,0.00500194255308014,8.01551417630966e-67,7.55159531094124e-18,2.61169427405578e-28,5.57079254463637e-55
294,eduyears,max_daily_cigarettes,-0.0624183090740554,0.00354116065935211,1.54192106150313e-69,-0.0908230636119381,0.00353218073973325,8.3579510773708e-146,-0.0601023685324748,-0.07793487575114,-0.0468411741265354,-0.121202210853238,0.00500927844980791,0.00500308697679867,0.00501284213695971,0.00498135443567389,1.30334453937006e-29,1.50548859842807e-54,2.81024250814226e-17,2.95841624303755e-126
295,eduyears,met_physical_activity,-0.0621367519136253,0.00353963639890227,5.48927809981439e-69,-0.108512987340944,0.00352063279532677,1.32897465418422e-208,-0.0454091817731554,-0.0956693022344307,-0.0283216014241653,-0.169921402638443,0.00501317395679134,0.00499533222385097,0.00501633748437507,0.00494537176020316,3.96934189840229e-16,2.18227342397128e-81,3.83548765039783e-05,2.10521570571126e-251
296,eduyears,mothers_age,0.0826037005890524,0.00353633262625158,1.12755763935396e-120,0.0956606410622435,0.0035322157591104,1.59011435553815e-161,0.09904846253317,0.0773026317221742,0.0878954372908846,0.0922683815603206,0.00499367334717469,0.00500333399253124,0.00499892804088629,0.00499694312156897,1.38269281892492e-83,1.07794082548501e-53,2.09350893235932e-65,2.84700672997983e-72
297,eduyears,neuroticism_score,-0.054851552678501,0.00354193385708195,4.2910327691517e-54,-0.100508054701122,0.00352847265232848,1.80414586495165e-178,-0.134324536955936,-0.0284288871692457,-0.0811215697833439,-0.0662212261697585,0.00497287119672789,0.00501632220106119,0.00500181112286455,0.00500733507802049,1.09935095989697e-155,1.46087888571292e-08,1.95811804717563e-55,2.46839044901615e-36
298,eduyears,number_full_brothers,-0.105500070283403,0.00352869236135667,2.10295272559734e-196,-0.150468734984963,0.00350770612324121,0,-0.135415557825405,-0.102682737121587,-0.108314020267949,-0.165383682174936,0.00497212595719078,0.00499182432090727,0.00498882621974405,0.00494924434481922,2.84470864949546e-158,1.56331929169897e-93,2.29916867849624e-100,6.80582045560626e-238
299,eduyears,number_full_sisters,-0.0969781479576816,0.003531783791628,5.47157224751484e-166,-0.132780972007984,0.00351659312099775,0,-0.116061637128865,-0.0971225622523062,-0.0968337254956808,-0.149350569725453,0.00498443658284742,0.00499462592199592,0.0049947671559789,0.00496206625552236,1.4302144086104e-115,7.83281339315053e-84,8.4267889124472e-80,3.10218358317293e-193
300,eduyears,PEF,0.0792499401018294,0.0035372603023845,3.57140988294965e-111,0.111295446925625,0.00352626601186665,1.23356388896915e-218,0.121803420159221,0.0721891906729974,0.0862948224164287,0.10073747008559,0.00498098511580007,0.00500525743728009,0.00499963029665761,0.00499282239458859,1.55340405115985e-127,4.90125682075152e-47,5.62294346746647e-63,1.56725605890791e-86
301,eduyears,pulse,-0.0190373149275786,0.00354785091249063,8.05589260682426e-08,-0.0274257604481873,0.0035469232690863,1.05647435656264e-14,-0.0155116053956067,-0.022010961984474,-0.0160629941242209,-0.0393243543132076,0.0050177467617624,0.00501713473184753,0.00501770307187983,0.00501446882846601,1,1.1513691434252e-05,1,1.21892889573885e-11
302,eduyears,pw_peak_to_peak_time,0.0346189780536425,0.00354625885961112,1.63708958533067e-22,0.0542290282853645,0.00354293604517281,6.94656744581912e-53,0.0401310266870901,0.0429646141500332,0.0262636750764135,0.0682839306099424,0.00501430787715316,0.00501371655865249,0.00501661945143809,0.00500663734137275,3.38467119575801e-12,1.07699159253761e-17,0.00037276022410516,9.52928464770117e-39
303,eduyears,pw_reflection_index,-0.00872660784046004,0.00354836695493806,0.0139196326468089,-0.0156863928175906,0.00354803617732822,9.81779267956508e-06,-0.0111251164602213,-0.0107984555149469,-0.00665461030666704,-0.0202463638177082,0.00501803996474063,0.0050180579354668,0.00501823941335533,0.00501732187587048,1,0.0314097237495436,1,0.103153266465158
304,eduyears,seated_height,0.0742340710411252,0.00353859615290271,1.03320196650533e-97,0.0910696582238339,0.00353351539279036,1.77600568469887e-146,0.0792329253630383,0.082526501127453,0.0659210596338247,0.102855155782735,0.0050025734878581,0.00500123228647596,0.00500743482163444,0.00499173492600465,8.48067999184809e-53,5.7405648500942e-61,5.47364328629153e-36,2.69565756379459e-90
305,eduyears,self_reported_health,0.136358771855453,0.00351535893901555,0,0.170108344638562,0.0034965124398386,0,0.157605582595123,0.134532240019226,0.138183451411776,0.182502540848928,0.00495563189786869,0.0049727297949582,0.00497020774096143,0.00493406924879057,1.24197457715493e-215,9.68085013452701e-160,6.19511014419187e-165,6.87564584315976e-291
306,eduyears,sleep_duration,0.0198469579845872,0.00354769960395194,2.21491307468934e-08,0.0123733347466488,0.00354822486842445,0.000488124204460578,0.0150979756568944,0.0119309005500312,0.0277580421406636,0.00964832631118153,0.00501777853423531,0.00501799334575017,0.00501641681605721,0.00501811694543227,1,0.0174292972445388,7.22033434989083e-05,1
307,eduyears,SRT_left,-0.0309397071982877,0.00354667789885994,2.6955573106399e-18,-0.0410748903612465,0.00354536684983816,4.88041439161514e-31,-0.0319341834512873,-0.0395893601990669,-0.0222807768783443,-0.0502018682292855,0.00501579104074951,0.00501441631419568,0.00501710473841466,0.00501202284849181,4.8255114038221e-07,2.97470107006102e-15,0.0183817670424351,4.10610223247436e-20
308,eduyears,SRT_right,-0.0293356389876637,0.00354694901870538,1.33210129598298e-16,-0.0401639687302028,0.00354551589629007,9.52453738804093e-30,-0.0315850260858745,-0.0336759410016584,-0.0249931234580653,-0.0487310854735943,0.00501584671782792,0.00501550414537933,0.0050167829137167,0.00501238840339729,7.48559280364748e-07,1.91421176079271e-11,0.00136947864230437,7.5345218661505e-19
309,eduyears,standing_height,0.125707521551337,0.00352035796936816,2.89353219222368e-279,0.144549477014867,0.00351120528773776,0,0.14905163134421,0.126917866646882,0.124496427553145,0.14003532120133,0.00496229261736847,0.0049777682821483,0.00497930804439227,0.00496890225752209,1.89993932832117e-192,2.98746437963354e-142,2.38008638140367e-133,1.8073285027172e-169
310,eduyears,systolic,-0.0408244078105679,0.00354555141863501,1.11812737653024e-30,-0.058309320445216,0.00354236395615953,7.0437155345624e-61,-0.0661036941428764,-0.0407557659484728,-0.040893048901977,-0.0505007036026184,0.00500737418745241,0.0050141809767782,0.00501415282798992,0.00501194724274796,3.36974604258199e-36,4.48576268093663e-16,9.83515159755755e-13,2.23888164897723e-20
311,eduyears,triglycerides_fasting_adj,-0.066829682826226,0.00354010010625117,1.73317277705287e-79,-0.0774423011363381,0.00353722000549577,2.99279287292249e-106,-0.0962450120166261,-0.0504241677445368,-0.0831632649671368,-0.0585288035506786,0.00499505370749863,0.0050119666492749,0.00500096664212997,0.00500974767355279,2.3702394349863e-82,8.79540384291876e-24,2.35094863446286e-58,1.75363524015428e-31
312,eduyears,triglycerides_fasting_statin_adj,-0.0729735876606847,0.00353864192387571,1.74497508440605e-94,-0.0841120093971223,0.00353542847923372,4.12138156383723e-125,-0.100927245319353,-0.05781509601419,-0.0880649627790917,-0.0672004429520304,0.00499272587409719,0.00500995637765797,0.00499885290138393,0.00500700652550054,2.06901153752738e-90,9.28099639492987e-31,1.15001596527198e-65,5.57566023902533e-41
313,eduyears,waist_circumference,-0.112818557897532,0.00352574187097406,1.14297701908419e-224,-0.121005673908033,0.00352227507928044,1.2103680886516e-258,-0.111537122580171,-0.104858458415639,-0.120749801405602,-0.13043039392006,0.00498703736818349,0.00499068514751545,0.00498163112562712,0.00497548111427139,1.46367157051117e-106,1.77459216473619e-97,2.69329375034938e-125,1.25840608505748e-146
314,eduyears,waist_hip_ratio,-0.113965619574114,0.00352511953664045,2.68725289916594e-229,-0.13806298321448,0.0035129514036464,0,-0.108159079585418,-0.126238208869989,-0.101623080627945,-0.167472214327921,0.00498891087605342,0.00497820351029554,0.00499237039903497,0.00494747534357801,4.50907224230538e-100,9.66862144059103e-141,4.27179704839371e-88,4.60089354790214e-244
315,eduyears,weight,-0.0759717998770129,0.00353793092318719,2.75403151057771e-102,-0.0723691263330723,0.00353918929003349,6.26676446967565e-93,-0.0693768674227446,-0.0624617833435387,-0.0894262682957772,-0.075358782027051,0.00500625892701413,0.00500855148046274,0.00499824423322798,0.00500408077144697,4.68997407201457e-40,1.25298339458722e-35,9.03016541540226e-68,1.37953544263826e-47
316,evening_chronotype,alcohol_intake_frequency,0.0149570802747288,0.00354809760570755,2.49202104304976e-05,0.0523082174979224,0.003543640354996,2.60783981406101e-49,0.04977631523052,0.0120361735137812,0.0178774765779719,0.0548387755145929,0.00501212973754124,0.00501798701443327,0.00501754852353599,0.00501079902788526,3.24266810425619e-23,0.0164621978997356,0.634687695355079,7.77091450915599e-28
317,evening_chronotype,basal_metabolic_rate,0.00887931215655066,0.00354836716891737,0.0123366434441778,0.0156351962149366,0.00354733420876041,1.0452697714222e-05,0.036066013906766,0.00766118654847101,0.0100973850612745,-0.00482175600519575,0.00501508564025273,0.00501820325535693,0.00501809469552919,0.00501829219351203,6.52103213477604e-13,0.12684876600452,1,0.336640464311799
318,evening_chronotype,birth_weight,0.00240059924416701,0.00354846350455627,0.498711855483927,0.00800389033627147,0.00354839602549107,0.0240934275428854,0.00801887007044815,-0.00210151137838794,0.00690251524697371,0.00798891059491028,0.00501818918222004,0.00501833944908871,0.00501823098012856,0.00501819038562069,0.11005963737707,0.675389210547789,1,0.111394836184395
319,evening_chronotype,bmi,-0.00493618510389441,0.00354844228125101,0.164199629571449,0.0200803434154706,0.00354687648705263,1.50128960847021e-08,0.0427987410977971,-0.00862748648747844,-0.00124461466178484,-0.00267958123297444,0.00501375228661622,0.00501816376026671,0.00501834664361858,0.00501833251419618,1.43462047224504e-17,0.0855763472326811,1,0.593373245208967
320,evening_chronotype,body_fat_percentage,-0.0105118432205832,0.00354831051571536,0.00305159263165204,0.0297285511091081,0.00354633957560179,5.16466381083751e-17,0.0481190648145608,-0.0118370483525098,-0.00918656423423246,0.0112977091465254,0.00501253730768552,0.00501799894329807,0.00501813876929554,0.00501803025358256,8.46372476281636e-22,0.0183331173342053,1,0.0243641970401938
321,evening_chronotype,diastolic,-0.000430566313278949,0.00354850778008697,0.903423886016409,0.0015229442371089,0.00354850300823647,0.667792704970082,0.00272579720891237,-0.00137467644365033,0.000513545352224539,0.000320082451313567,0.00501833188736468,0.00501834578881794,0.00501834986875542,0.00501835027342534,0.587017197620231,0.784139690899544,1,0.949143809284398
322,evening_chronotype,eduyears,0.0375887598757045,0.00354596002254102,2.9656061160967e-26,0.0438774338992589,0.00354508298026976,3.4818446549621e-35,0.0415988152515506,0.0424454586074599,0.032728507108143,0.0461551398950128,0.00501400661942252,0.00501382791987157,0.00501566209429464,0.00501300239231188,1.10541122462007e-16,2.63259687361006e-17,1.70440052585435e-07,3.50959443453312e-20
323,evening_chronotype,evening_chronotype,-0.0938084568738614,0.00353286169892882,2.36452228244751e-155,NA,0,NA,1,-0.0938084568738614,-0.0938084568738614,1,0,0.00499622092861359,0.00499622092861359,0,0,2.60088039750785e-78,9.02245409895473e-75,0
324,evening_chronotype,fathers_age,0.00806434979109464,0.00354837126942463,0.0230448355658684,-0.00134555376938637,0.00354850552892932,0.704547622743665,-0.000614110480574647,0.0116670821245689,0.00446119869642916,-0.00207699417867071,0.00501834958420774,0.00501800896791573,0.00501830059190549,0.00501833970614237,0.902604242007843,0.0200747227683153,1,0.678963681031507
325,evening_chronotype,FEV1_zscore,-0.00144649305952907,0.00354849661112895,0.683541324502043,0.0189216027677955,0.00354783989298932,9.64575172941291e-08,0.0145110476026813,-0.00374417025225687,0.000851214679509212,0.023330685598382,0.00501782214438369,0.00501831535472053,0.00501834871243282,0.00501698454807404,0.00383125722853176,0.455610804380654,1,3.32453520751148e-06
326,evening_chronotype,fiq_score,0.0170198073467338,0.00354799513722056,1.61042686145227e-06,0.0548863656287691,0.0035428580280654,3.92170970855379e-54,0.0418168311548847,0.0175819735712349,0.0164576196000438,0.0679183999612897,0.00501396094797669,0.00501757481974682,0.00501767086621428,0.00500676255418283,7.66009152018538e-17,0.000458695343942458,1,7.96952082046966e-42
327,evening_chronotype,FVC_zscore,-0.00235086669727377,0.00354849964281023,0.507653419545177,0.0164037962757868,0.00354802426064645,3.77572151653639e-06,0.0142839292879353,-0.00272026746251249,-0.00198146464885551,0.0185233683627454,0.00501783855575639,0.00501833196292966,0.00501834067895831,0.00501748952052308,0.00442073428739538,0.587776036589599,1,0.000223005291639742
328,evening_chronotype,glucose_fasting_adj,-0.00183115423357256,0.0035485009148425,0.605829262901205,0.0123296628796075,0.00354823418754303,0.000511095418597305,0.0105263917534279,-0.00309327708967323,-0.000569019709564887,0.0141327736224529,0.00501807249382221,0.00501832652173973,0.00501834971806788,0.00501784933461951,0.0359382926513544,0.537636634921268,1,0.00485739571650943
329,evening_chronotype,grip_strength_left,0.0104388969946531,0.00354823926078916,0.00326106726535462,-0.00905625504895817,0.00354834146726929,0.0107029642972193,-0.0126330951830824,0.00384690754220578,0.0170290723666689,-0.00547895136755223,0.00501795006245641,0.00501831339783386,0.00501762284374517,0.00501827520723037,0.0118202852307547,0.443339518494338,1,0.274927775137034
330,evening_chronotype,grip_strength_right,0.00977032949770048,0.00354831657960226,0.00589597500298085,-0.00712378792592127,0.0035483708976101,0.0446834615058091,-0.0123651638038195,0.00611243824781667,0.0134276978647985,-0.00188162909345609,0.00501796686976878,0.00501825678206296,0.00501789809809929,0.00501834164668405,0.013736991831773,0.223215952715084,1,0.707699374473439
331,evening_chronotype,heel_bmd,0.00142484855551366,0.00354849362396308,0.688025410272183,-0.0111109344513478,0.00354824328516967,0.0017398079658544,-0.00594390768842108,0.00407532842422505,-0.0012256713520951,-0.0162767748056554,0.00501826188045531,0.0050183088571843,0.00501834676103651,0.00501768572213253,0.236239906650078,0.416743717509056,1,0.00118010484958275
332,evening_chronotype,heel_bmd_tscore,0.000134081265237215,0.00354849590847972,0.969858801363958,-0.0111786270379743,0.00354823443614644,0.00163004710700346,-0.00568520486208008,0.00291792159046055,-0.00264976321635443,-0.0166707000369436,0.00501826942939734,0.00501832916666517,0.00501833291293185,0.00501765315152359,0.257262469004004,0.560938615213806,1,0.000893240894126641
333,evening_chronotype,heel_qui,0.000963136746888015,0.00354849701458316,0.786067222320203,-0.0110225056127721,0.00354825216262532,0.00189341525806537,-0.00615925300617436,0.00345645741410022,-0.0015302078703559,-0.0158847155578327,0.00501825534052402,0.00501832055304535,0.00501834465516934,0.00501771736494181,0.219691061442088,0.490973450372118,1,0.00154813575868934
334,evening_chronotype,hip_circumference,0.00161753014768156,0.00354849943083515,0.648508651959628,0.0275128413011289,0.00354627030402261,8.61112520661626e-15,0.0499528589404727,-0.000161833978485292,0.00339687378880929,0.00501725557332512,0.00501208550457387,0.00501835046478142,0.00501832157766385,0.00501828736699848,2.2761658872937e-23,0.974274088061354,1,0.317416112173673
335,evening_chronotype,LDL_fasting_statin_adj,-0.0119412138177884,0.00354818600473198,0.000764211620608188,0.016298378809882,0.00354802626272948,4.35566756725333e-06,0.0189082022101348,-0.00562885596203542,-0.0182516688199166,0.0136881111744178,0.00501745336968299,0.00501827102910969,0.00501751459584169,0.00501788037838708,0.000164478155257724,0.262008551112199,0.494332508347595,0.00637732874084995
336,evening_chronotype,lifetime_sexual_partners,0.00220001289511403,0.00354847752202438,0.535265796257364,0.0322605440783383,0.00354653818972552,9.34206607321135e-20,0.0406297703346509,-0.00144566614515779,0.00584557497885501,0.0238822606257793,0.00501420672774431,0.00501834528644222,0.0050182647893721,0.00501691918721457,5.51704310097895e-16,0.773289867424603,1,1.93943394519561e-06
337,evening_chronotype,logMAR_final_left,-0.00238657107477604,0.00354849253167713,0.501227805760965,-0.0070720494448844,0.00354839787951558,0.0462585935517149,-0.00346580460683127,-0.000392749326411666,-0.00438035487421324,-0.0106779264187862,0.00501832039069141,0.00501835014345191,0.00501830238544382,0.00501806443091401,0.489801876511411,0.937619530258019,1,0.0333517302972078
338,evening_chronotype,logMAR_final_right,-0.00192894241169483,0.00354850189752825,0.586721263669906,-0.00893217590345788,0.00354836570883431,0.0118269922646329,-0.0101005170640033,-0.00274834133063951,-0.00110953831222129,-0.00776378596661831,0.00501809453679096,0.00501833157770709,0.00501834744151276,0.00501819928423509,0.0441403896203259,0.583928206460954,1,0.121840864623383
339,evening_chronotype,max_daily_cigarettes,-0.000436406277786615,0.00354850461634206,0.902120440511019,0.00239683054082354,0.00354838366899434,0.499376520709685,0.0104762319369143,-0.00207024011324734,0.00119743221747022,-0.0056831966954948,0.00501807513735339,0.00501833977642626,0.00501834693273034,0.00501826948668184,0.0368313257984733,0.67994965999073,1,0.257430578402478
340,evening_chronotype,met_physical_activity,-0.0140320586649441,0.00354804377474966,7.6575666342237e-05,-0.0812342625594232,0.00353677996098363,9.64463306480687e-117,-0.0801655774522495,-0.022134662801157,-0.00592576742634482,-0.0823025742257044,0.00500219927503694,0.00501712102627901,0.00501826242073798,0.00500132521542459,4.30771417198088e-54,1.02772112770394e-05,1,4.08691095340458e-57
341,evening_chronotype,mothers_age,0.0061665302258066,0.00354843086723454,0.0822427293571857,0.0159285884145941,0.00354804811823801,7.14258445278287e-06,0.0133959806599122,0.00363672258445968,0.00869618001064558,0.0184607874637848,0.00501790023302765,0.00501831734465992,0.00501816077417669,0.00501749532900676,0.00759637944594461,0.468646722914619,1,0.00023419915511821
342,evening_chronotype,neuroticism_score,-0.00383967970400378,0.00354848218815161,0.279224732727415,0.062197409327542,0.00354158613460825,4.81308314608374e-69,0.0676625382793824,-0.00471006447353964,-0.00296928329885045,0.0567248107887772,0.00500684979808804,0.00501829486486965,0.00501832840794524,0.0050102702415786,1.59789580292232e-41,0.347952822002178,1,1.13781003540366e-29
